label,method,family,algorithm,fit_match_reference_implementation,extract_match_reference_implementation,approx_min_span_tree,k,fit_seconds,extract_seconds,total_seconds,fit_seconds_std,extract_seconds_std,total_seconds_std,repetitions,n_clusters_found,n_samples,n_features,centers,seed,k_max
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,50,1.6652332807619434,,1.6652332807619434,0.016301640745072996,,0.016301640745072996,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,49,1.64865426516238,,1.64865426516238,0.011012296901347238,,0.011012296901347238,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,48,1.6524638445815072,,1.6524638445815072,0.004032827639607018,,0.004032827639607018,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,47,1.6549711938171336,,1.6549711938171336,0.0050688802956988304,,0.0050688802956988304,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,46,1.6505276823765598,,1.6505276823765598,0.009383031068794342,,0.009383031068794342,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,45,1.650926705026844,,1.650926705026844,0.005858394383485471,,0.005858394383485471,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,44,1.6302007009391672,,1.6302007009391672,0.00866398380000851,,0.00866398380000851,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,43,1.641644710896071,,1.641644710896071,0.008568034601262035,,0.008568034601262035,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,42,1.6390514504591314,,1.6390514504591314,0.0060126460659042594,,0.0060126460659042594,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,41,1.6349459545065959,,1.6349459545065959,0.005688320411848208,,0.005688320411848208,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,40,1.6382989856686132,,1.6382989856686132,0.00767473295335045,,0.00767473295335045,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,39,1.6368053198248769,,1.6368053198248769,0.004788029329191542,,0.004788029329191542,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,38,1.6404308978274154,,1.6404308978274154,0.008179259048535822,,0.008179259048535822,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,37,1.653190870427837,,1.653190870427837,0.00755285146661421,,0.00755285146661421,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,36,1.6299361777569479,,1.6299361777569479,0.008859470720251254,,0.008859470720251254,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,35,1.6282334208139218,,1.6282334208139218,0.01083575899692178,,0.01083575899692178,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,34,1.6435638163549204,,1.6435638163549204,0.004808681621622049,,0.004808681621622049,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,33,1.6341163467033766,,1.6341163467033766,0.010224224208482503,,0.010224224208482503,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,32,1.6298329577082769,,1.6298329577082769,0.010572404016396602,,0.010572404016396602,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,31,1.6381972888833842,,1.6381972888833842,0.038008530116074815,,0.038008530116074815,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,30,1.6260008947147677,,1.6260008947147677,0.005132019130994146,,0.005132019130994146,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,29,1.6193765591830016,,1.6193765591830016,0.007705170957558119,,0.007705170957558119,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,28,1.6274312851640085,,1.6274312851640085,0.004670989268920297,,0.004670989268920297,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,27,1.6314128835918382,,1.6314128835918382,0.012684616636423446,,0.012684616636423446,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,26,1.6205485015098626,,1.6205485015098626,0.008211215284362463,,0.008211215284362463,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,25,1.6263242998858913,,1.6263242998858913,0.005593385188444511,,0.005593385188444511,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,24,1.6274087318064023,,1.6274087318064023,0.011488886669326532,,0.011488886669326532,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,23,1.6333355509016352,,1.6333355509016352,0.010249272403958969,,0.010249272403958969,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,22,1.6324659537058324,,1.6324659537058324,0.012179756102874419,,0.012179756102874419,30,10,5000,20,10,42,50
core_sg_cython,HDBSCAN_algorithm_generic_matchRef_true,HDBSCAN,generic,True,,False,21,1.6320590676545785,,1.6320590676545785,0.011121834717149122,,0.011121834717149122,30,10,5000,20,10,42,50
